Nobs,jour,consommation,Année
2395,2014-07-22,2289869.0,2014
2396,2014-07-23,2316413.0,2014
2397,2014-07-24,2330764.0,2014
2398,2014-07-25,2257888.0,2014
2399,2014-07-26,1980806.0,2014
2400,2014-07-27,1845894.0,2014
2401,2014-07-28,2147294.0,2014
2402,2014-07-29,2185922.0,2014
2403,2014-07-30,2191058.0,2014
2404,2014-07-31,2187562.0,2014
2405,2014-08-01,2139122.0,2014
2406,2014-08-02,1899596.0,2014
2407,2014-08-03,1752969.0,2014
2408,2014-08-04,1987285.0,2014
2409,2014-08-05,2027831.0,2014
2410,2014-08-06,2039886.0,2014
2411,2014-08-07,2049958.0,2014
2412,2014-08-08,2045114.0,2014
2413,2014-08-09,1842108.0,2014
2414,2014-08-10,1742038.0,2014
2415,2014-08-11,1944503.0,2014
2416,2014-08-12,1972155.0,2014
2417,2014-08-13,1973557.0,2014
2418,2014-08-14,1959142.0,2014
2419,2014-08-15,1783817.0,2014
2420,2014-08-16,1784925.0,2014
2421,2014-08-17,1712904.0,2014
2422,2014-08-18,1977817.0,2014
2423,2014-08-19,2041281.0,2014
2424,2014-08-20,2057150.0,2014
2425,2014-08-21,2072947.0,2014
2426,2014-08-22,2081341.0,2014
2427,2014-08-23,1898823.0,2014
2428,2014-08-24,1788830.0,2014
2429,2014-08-25,2151394.0,2014
2430,2014-08-26,2242313.0,2014
2431,2014-08-27,2239510.0,2014
2432,2014-08-28,2255056.0,2014
2433,2014-08-29,2226147.0,2014
2434,2014-08-30,1970738.0,2014
2435,2014-08-31,1838602.0,2014
2436,2014-09-01,2198787.0,2014
2437,2014-09-02,2281207.0,2014
2438,2014-09-03,2290637.0,2014
2439,2014-09-04,2307692.0,2014
2440,2014-09-05,2291521.0,2014
2441,2014-09-06,2014498.0,2014
2442,2014-09-07,1878971.0,2014
2443,2014-09-08,2261274.0,2014
2444,2014-09-09,2320646.0,2014
2445,2014-09-10,2323592.0,2014
2446,2014-09-11,2319716.0,2014
2447,2014-09-12,2279130.0,2014
2448,2014-09-13,2007865.0,2014
2449,2014-09-14,1869221.0,2014
2450,2014-09-15,2249529.0,2014
2451,2014-09-16,2312903.0,2014
2452,2014-09-17,2325630.0,2014
2453,2014-09-18,2325275.0,2014
2454,2014-09-19,2305668.0,2014
2455,2014-09-20,2020739.0,2014
2456,2014-09-21,1872943.0,2014
2457,2014-09-22,2223179.0,2014
2458,2014-09-23,2303538.0,2014
2459,2014-09-24,2342108.0,2014
2460,2014-09-25,2334135.0,2014
2461,2014-09-26,2304219.0,2014
2462,2014-09-27,2025200.0,2014
2463,2014-09-28,1884790.0,2014
2464,2014-09-29,2270826.0,2014
2465,2014-09-30,2332757.0,2014
2466,2014-10-01,2335367.0,2014
2467,2014-10-02,2330409.0,2014
2468,2014-10-03,2299677.0,2014
2469,2014-10-04,2025091.0,2014
2470,2014-10-05,1919618.0,2014
2471,2014-10-06,2339602.0,2014
2472,2014-10-07,2411848.0,2014
2473,2014-10-08,2433367.0,2014
2474,2014-10-09,2405013.0,2014
2475,2014-10-10,2369401.0,2014
2476,2014-10-11,2093354.0,2014
2477,2014-10-12,2002659.0,2014
2478,2014-10-13,2347339.0,2014
2479,2014-10-14,2416168.0,2014
2480,2014-10-15,2440797.0,2014
2481,2014-10-16,2437510.0,2014
2482,2014-10-17,2383853.0,2014
2483,2014-10-18,2083167.0,2014
2484,2014-10-19,1918545.0,2014
2485,2014-10-20,2296565.0,2014
2486,2014-10-21,2422187.0,2014
2487,2014-10-22,2510743.0,2014
2488,2014-10-23,2564605.0,2014
2489,2014-10-24,2535301.0,2014
2490,2014-10-25,2233351.0,2014
2491,2014-10-26,2092051.0,2014
2492,2014-10-27,2463332.0,2014
2493,2014-10-28,2562731.0,2014
2494,2014-10-29,2556004.0,2014
2495,2014-10-30,2517095.0,2014
2496,2014-10-31,2453384.0,2014
2497,2014-11-01,2145712.0,2014
2498,2014-11-02,2098050.0,2014
2499,2014-11-03,2539247.0,2014
2500,2014-11-04,2679680.0,2014
2501,2014-11-05,2815031.0,2014
2502,2014-11-06,2899969.0,2014
2503,2014-11-07,2871940.0,2014
2504,2014-11-08,2549070.0,2014
2505,2014-11-09,2418887.0,2014
2506,2014-11-10,2651938.0,2014
2507,2014-11-11,2491763.0,2014
2508,2014-11-12,2788407.0,2014
2509,2014-11-13,2862698.0,2014
2510,2014-11-14,2842703.0,2014
2511,2014-11-15,2549071.0,2014
2512,2014-11-16,2467865.0,2014
2513,2014-11-17,2901330.0,2014
2514,2014-11-18,2967666.0,2014
2515,2014-11-19,3027689.0,2014
2516,2014-11-20,3023028.0,2014
2517,2014-11-21,2925604.0,2014
2518,2014-11-22,2560910.0,2014
2519,2014-11-23,2375742.0,2014
2520,2014-11-24,2766216.0,2014
2521,2014-11-25,2876876.0,2014
2522,2014-11-26,2867388.0,2014
2523,2014-11-27,2867974.0,2014
2524,2014-11-28,2810662.0,2014
2525,2014-11-29,2586167.0,2014
2526,2014-11-30,2572644.0,2014
2527,2014-12-01,3091240.0,2014
2528,2014-12-02,3264842.0,2014
2529,2014-12-03,3367162.0,2014
2530,2014-12-04,3379180.0,2014
2531,2014-12-05,3332585.0,2014
2532,2014-12-06,3089150.0,2014
2533,2014-12-07,3047064.0,2014
2534,2014-12-08,3364235.0,2014
2535,2014-12-09,3506860.0,2014
2536,2014-12-10,3471638.0,2014
2537,2014-12-11,3338496.0,2014
2538,2014-12-12,3281345.0,2014
2539,2014-12-13,2980251.0,2014
2540,2014-12-14,2949344.0,2014
2541,2014-12-15,3265570.0,2014
2542,2014-12-16,3215727.0,2014
2543,2014-12-17,3266252.0,2014
2544,2014-12-18,3074445.0,2014
2545,2014-12-19,2982453.0,2014
2546,2014-12-20,2789290.0,2014
2547,2014-12-21,2775450.0,2014
2548,2014-12-22,3077322.0,2014
2549,2014-12-23,3102825.0,2014
2550,2014-12-24,2940340.0,2014
2551,2014-12-25,2629465.0,2014
2552,2014-12-26,2996046.0,2014
2553,2014-12-27,3015918.0,2014
2554,2014-12-28,3137894.0,2014
2555,2014-12-29,3585153.0,2014
2556,2014-12-30,3540884.0,2014
2557,2014-12-31,3442193.0,2014
