Nobs,jour,consommation,Année
4160,2019-05-22,2315187.0,2019
4161,2019-05-23,2284323.0,2019
4162,2019-05-24,2247719.0,2019
4163,2019-05-25,1996306.0,2019
4164,2019-05-26,1886756.0,2019
4165,2019-05-27,2212310.0,2019
4166,2019-05-28,2280268.0,2019
4167,2019-05-29,2299454.0,2019
4168,2019-05-30,1990963.0,2019
4169,2019-05-31,2069934.0,2019
4170,2019-06-01,1952026.0,2019
4171,2019-06-02,1845322.0,2019
4172,2019-06-03,2171717.0,2019
4173,2019-06-04,2230253.0,2019
4174,2019-06-05,2244667.0,2019
4175,2019-06-06,2239498.0,2019
4176,2019-06-07,2225605.0,2019
4177,2019-06-08,1983331.0,2019
4178,2019-06-09,1853012.0,2019
4179,2019-06-10,1948351.0,2019
4180,2019-06-11,2257186.0,2019
4181,2019-06-12,2296071.0,2019
4182,2019-06-13,2275704.0,2019
4183,2019-06-14,2247996.0,2019
4184,2019-06-15,1984688.0,2019
4185,2019-06-16,1866411.0,2019
4186,2019-06-17,2193824.0,2019
4187,2019-06-18,2257344.0,2019
4188,2019-06-19,2256265.0,2019
4189,2019-06-20,2240205.0,2019
4190,2019-06-21,2208621.0,2019
4191,2019-06-22,1968897.0,2019
4192,2019-06-23,1872964.0,2019
4193,2019-06-24,2262887.0,2019
4194,2019-06-25,2367099.0,2019
4195,2019-06-26,2412932.0,2019
4196,2019-06-27,2444986.0,2019
4197,2019-06-28,2403157.0,2019
4198,2019-06-29,2164804.0,2019
4199,2019-06-30,2013644.0,2019
4200,2019-07-01,2301785.0,2019
4201,2019-07-02,2330327.0,2019
4202,2019-07-03,2342656.0,2019
4203,2019-07-04,2360254.0,2019
4204,2019-07-05,2374226.0,2019
4205,2019-07-06,2119172.0,2019
4206,2019-07-07,1968607.0,2019
4207,2019-07-08,2279010.0,2019
4208,2019-07-09,2275123.0,2019
4209,2019-07-10,2295725.0,2019
4210,2019-07-11,2316331.0,2019
4211,2019-07-12,2303106.0,2019
4212,2019-07-13,2048149.0,2019
4213,2019-07-14,1899061.0,2019
4214,2019-07-15,2206004.0,2019
4215,2019-07-16,2286611.0,2019
4216,2019-07-17,2308031.0,2019
4217,2019-07-18,2307442.0,2019
4218,2019-07-19,2295235.0,2019
4219,2019-07-20,2056059.0,2019
4220,2019-07-21,1938943.0,2019
4221,2019-07-22,2315070.0,2019
4222,2019-07-23,2425484.0,2019
4223,2019-07-24,2458119.0,2019
4224,2019-07-25,2454610.0,2019
4225,2019-07-26,2328064.0,2019
4226,2019-07-27,1969811.0,2019
4227,2019-07-28,1797932.0,2019
4228,2019-07-29,2092086.0,2019
4229,2019-07-30,2149288.0,2019
4230,2019-07-31,2134949.0,2019
4231,2019-08-01,2142444.0,2019
4232,2019-08-02,2119750.0,2019
4233,2019-08-03,1926703.0,2019
4234,2019-08-04,1831008.0,2019
4235,2019-08-05,2050538.0,2019
4236,2019-08-06,2078674.0,2019
4237,2019-08-07,2054289.0,2019
4238,2019-08-08,2081322.0,2019
4239,2019-08-09,2096321.0,2019
4240,2019-08-10,1883576.0,2019
4241,2019-08-11,1763520.0,2019
4242,2019-08-12,1932617.0,2019
4243,2019-08-13,1952777.0,2019
4244,2019-08-14,1966707.0,2019
4245,2019-08-15,1805879.0,2019
4246,2019-08-16,1910906.0,2019
4247,2019-08-17,1847770.0,2019
4248,2019-08-18,1777517.0,2019
4249,2019-08-19,1999758.0,2019
4250,2019-08-20,2051303.0,2019
4251,2019-08-21,2068305.0,2019
4252,2019-08-22,2086148.0,2019
4253,2019-08-23,2098294.0,2019
4254,2019-08-24,1934931.0,2019
4255,2019-08-25,1848647.0,2019
4256,2019-08-26,2187335.0,2019
4257,2019-08-27,2260701.0,2019
4258,2019-08-28,2274355.0,2019
4259,2019-08-29,2272159.0,2019
4260,2019-08-30,2258297.0,2019
4261,2019-08-31,2019165.0,2019
